Box #,Assay#,Depth,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Average GR,Std,CPS,Comments
,8580,377.5,0.6,2,0.6,24.2,28,8581,0.5,1.4,1.4,22.6,24.8,8582,0.5,2,0.9,23.7,27.6,8583,0.5,2.5,1.5,29,34,28.6,3.871,70,
,8583,377.8,0.5,1.9,1,23.1,27.2,8584,0.5,2,0.8,24.7,27.2,8585,0.7,1.6,0.8,24.2,27.2,8586,0.6,1.7,1.3,25.2,28.4,27.5,0.6,72,
,8587,378.1,0.5,1.7,0.4,20.4,23.2,8588,0.5,1.9,0.7,23.5,26,8589,0.5,1.8,0.9,23.1,26,8590,0.5,1.7,0.7,21.9,24.4,24.9,1.361,70,
,8591,378.4,0.6,1.6,1.1,23.1,26.8,8592,0.5,1.9,1,23.5,27.2,8593,0.5,1.9,1.7,25.4,30,8594,0.7,1.3,1.2,24.1,26.4,27.6,1.633,68,
,8595,378.7,0.6,1.6,1.3,24.5,27.6,8596,0.6,1.7,1,23.9,27.2,8597,0.6,1.6,1.4,24.6,28,8598,0.7,1.7,0.7,23.9,27.6,27.6,0.327,69,
,8599,379,0.6,1.4,0.8,21.9,24,8600,0.6,1.3,0.4,19.5,21.6,8601,0.6,1.6,1.3,24.2,27.6,8602,0.5,1.5,1.4,23.1,25.6,24.7,2.538,65,
,8603,379.3,0.5,2,0.3,22.3,25.2,8604,0.6,1.3,1.3,21.6,25.2,8605,0.7,1.3,1.3,23,26.8,8606,0.5,1.5,1.2,21.9,24.8,25.5,0.887,64,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8529,379.6,0.7,0.9,1.4,21.9,24,8530,0.6,1.8,1.6,26.5,30.4,8531,0.7,1.4,1.6,26.1,28.8,8532,0.7,1,1,20.5,23.2,26.6,3.54,66,
,8533,379.9,0.7,1.4,0.8,23.2,25.6,8534,0.6,1.6,0.5,22.6,24.4,8535,0.7,1,1,20.3,23.2,8536,0.6,1.6,0.6,22.5,24.8,24.5,1,63,
,8537,380.2,0.5,0.9,1.9,20.9,22.8,8538,0.7,0.9,1.1,20.4,22.8,8539,0.6,1.6,1.5,25.3,28.4,8540,0.6,1,1.3,20.7,22.8,24.2,2.8,62,
,8541,380.5,0.6,1,1.5,21.2,23.6,8542,0.6,1.6,0.4,21.8,24,8543,0.6,1.4,0.6,20.6,23.2,8544,0.6,1.3,1.4,22.7,25.6,24.1,1.052,63,
,8545,380.8,0.7,1.1,2.7,26.7,30.8,8546,0.6,1.2,1.1,21.7,23.6,8547,0.8,1.4,1.2,25.3,28.8,8548,0.6,1.2,1.2,22.4,24,26.8,3.563,63,
,8549,381.1,0.7,0.7,1.5,19.7,22.8,8550,0.6,1.6,1.1,23,26.8,8551,0.7,1.5,0.9,23.9,26.8,8552,0.7,1.5,0.7,22.5,26,25.6,1.904,62,
,8553,381.4,0.7,1.3,0.8,21.9,24.8,8554,0.7,1.2,1.1,22.4,25.2,8555,0.7,1.1,1.2,22.2,24.8,8556,0.7,1.5,0.9,23.3,26.8,25.4,0.952,62,
,8557,381.7,0.7,1,1.6,22.8,25.6,8558,0.6,1,1.2,20.1,22.4,8559,0.7,1.4,1,22.6,26.4,8560,0.6,1.5,0.9,22.4,25.2,24.9,1.74,62,
,8561,382,0.6,1,1.4,20.5,23.2,8562,0.6,1.1,1,20.5,22.4,,0.7,1.2,1.4,23.4,26.4,8563,0.6,1.4,1.6,23.4,27.2,24.8,2.355,64,
,8564,382.3,0.7,1.6,0.5,23.2,26,8565,0.7,1.2,1.3,22.2,26,8566,0.6,1.1,1.6,22.4,24.8,8567,0.7,1,1.2,21.4,24,25.2,0.98,64,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8607,382.6,0.6,1.1,0.8,19.7,21.6,8608,0.6,1.4,0.8,20.9,24,8609,0.6,1.1,0.9,19.3,22,8610,0.6,0.9,1.1,19.5,21.2,22.2,1.244,61,
,8611,382.9,0.7,0.9,1.4,22.3,24,8612,0.6,1.1,0.8,19.6,21.6,8613,0.7,1,1.2,20.9,24,8614,0.6,1,1.1,19.6,22,22.9,1.281,62,
,8615,383.2,0.7,1,0.6,19.1,21.6,8616,0.6,1.1,0.6,18.4,20.8,8617,0.6,1.6,0.7,21.9,25.2,8618,0.6,1,1.3,21.3,22.8,22.6,1.918,62,
,8619,383.5,0.7,0.9,0.6,18.9,20.8,8620,0.7,1,0.8,19.8,22.4,8621,0.6,1.1,0.8,18.4,21.6,8622,0.6,0.8,0.7,16.6,18.8,20.9,1.545,57,
,8623,383.8,0.5,1.2,1.2,19.7,22.4,8624,0.6,0.8,1.2,18.8,20.8,8625,0.6,1.3,0.8,20.7,23.2,8626,0.6,1.2,1.4,21.4,24.8,22.8,1.665,60,
,8627,384.1,0.7,0.9,0.6,19.2,20.8,8628,0.7,0.9,1.1,20.6,22.8,8629,0.6,1.2,1.1,21.2,23.6,8630,0.7,1.2,0.7,20.9,23.6,22.7,1.322,61,
,8631,384.4,0.7,1.3,0.8,22.8,24.8,8632,0.6,1.2,1.2,21.8,24,8633,0.7,1.3,1.1,22.9,26,8634,0.7,1.1,1,22.1,24,24.7,0.945,61,
,8653,384.7,0.6,1,0.8,19.3,20.8,8636,0.6,1,0.8,19.2,20.8,8637,0.8,0.8,1.3,21.3,24.4,8638,0.6,1.3,1.4,22.1,25.6,22.9,2.474,63,
,8639,385,0.7,1.3,1.3,24.7,26.8,8640,0.8,0.8,0.8,20.2,22.4,8641,0.7,1,1,20.8,23.2,8642,0.6,1.3,0.9,21.2,23.6,24,1.932,61,
,8643,385.3,0.7,0.7,1.7,21.5,23.6,8644,0.6,1.2,0.8,20.4,22.4,8645,0.6,1.1,0.6,18.9,20.8,8646,0.7,0.8,0.9,18.6,21.2,22,1.265,59,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8647,385.6,0.7,1,1.9,24.4,26.8,8648,0.6,1.2,1,20.7,23.2,8649,0.6,1.5,1.8,24.8,28.8,8650,0.7,1.7,0.6,23.7,27.2,26.5,2.364,64,
,8651,385.9,0.5,1,1.5,20.2,22,8652,0.6,0.6,0.8,16.1,17.6,8653,0.5,1.1,1.2,19.2,21.6,8654,0.7,0.8,2.1,23,26,21.8,3.433,60,
,8655,386.2,0.7,0.9,1.1,19.6,22.8,8656,0.6,1.1,0.9,20.6,22,8657,0.7,0.8,1.2,20.6,22.4,8658,0.7,0.9,1.3,21.1,23.6,22.7,0.683,62,
,8659,386.5,0.8,0.8,0.9,21.3,22.8,8660,0.7,1,1.8,23.4,26.4,8661,0.6,1.1,1.8,23.1,25.6,8662,0.8,0.9,1,22,24,24.7,1.612,65,
,8663,386.8,0.6,1,0.8,18,20.8,8664,0.6,1.1,0.9,20.5,22,8665,0.7,1.2,1.1,21.6,25.2,8666,0.6,1.3,1.4,21.8,25.6,23.4,2.366,62,
,8667,387.1,0.6,1.2,1,20.6,23.2,8668,0.7,0.9,1.7,22.1,25.2,8670,0.6,1.3,1.5,23.7,26,8671,0.7,0.9,1.5,21.8,24.4,24.7,1.194,65,
,8672,387.4,0.6,1.1,1.4,20.7,24,8673,0.6,0.8,1.6,20.3,22.4,8674,0.6,1,2,22.4,25.6,8675,0.6,1.2,0.8,19.6,22.4,23.6,1.532,64,
,8676,387.7,0.6,1.2,1,20.2,23.2,8677,0.5,1.4,0.5,19.7,21.2,8678,0.7,0.7,1.9,21.3,24.4,8679,0.5,0.9,0.8,17.3,18.4,21.8,2.623,59,
,8680,388,0.7,1.2,0.6,20.5,23.2,8681,0.6,0.8,1.6,19.6,22.4,8682,0.6,0.8,1.7,20.8,22.8,8683,0.7,1.2,0.6,20.9,23.2,22.9,0.383,60,
,8684,388.3,0.7,1.4,0.8,23.6,25.6,8685,0.7,0.9,1.5,21.5,24.4,8686,0.7,1.1,1.5,23.1,26,8687,0.8,1,1.6,25,27.2,25.8,1.155,63,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8688,388.6,0.6,1.5,0.8,21.3,24.8,8689,0.6,1.1,0.8,19.8,21.6,8690,0.6,1.3,1,20.8,24,8691,0.6,1.3,0.6,20.4,22.4,23.2,1.461,61,
,8692,388.9,0.6,1.2,1.2,21.1,24,8693,0.7,1.1,0.6,20.5,22.4,8694,0.6,0.7,1.2,18.2,20,8695,0.7,1.1,0.6,19.8,22.4,22.2,1.649,62,
,8696,389.2,0.6,1.1,0.6,18.8,20.8,8697,0.7,0.9,0.9,19.4,22,8698,0.6,1,1.1,20.1,22,8699,0.7,1.5,1,23.9,27.2,23,2.857,64,
,8700,389.5,0.6,1.5,1.1,23.1,26,8701,0.7,1.1,0.8,20.4,23.2,8702,0.7,1.3,0.7,21.2,24.4,8703,0.6,1.1,1.7,22.7,25.2,24.7,1.194,64,
,8704,389.8,0.6,1.4,0.9,22,24.4,8705,0.7,1.4,1,23.8,26.4,8706,0.6,1.2,0.8,20.5,22.4,8707,0.6,1.2,1.2,22,24,24.3,1.645,63,
